3,76.740205,-129.012803,76.740124,-129.012778,14
4,76.740205,-129.012745,76.740124,-129.012721,14
5,76.740206,-129.012699,76.740124,-129.012673,14
6,76.740205,-129.012640,76.740124,-129.012617,14
7,76.740205,-129.012585,76.740124,-129.012563,14
8,76.740205,-129.012532,76.740124,-129.012508,14
9,76.740205,-129.012475,76.740124,-129.012451,13
10,76.740206,-129.012421,76.740124,-129.012396,13
11,76.740205,-129.012365,76.740124,-129.012340,13
12,76.740205,-129.012313,76.740124,-129.012286,13
13,76.740205,-129.012255,76.740123,-129.012232,13
14,76.740205,-129.012199,76.740124,-129.012180,13
15,76.740205,-129.012145,76.740123,-129.012122,13
16,76.740297,-129.012911,76.740218,-129.012892,14
17,76.740296,-129.012859,76.740218,-129.012838,14
18,76.740297,-129.012800,76.740218,-129.012780,14
19,76.740297,-129.012749,76.740218,-129.012725,14
20,76.740297,-129.012695,76.740218,-129.012674,14
21,76.740296,-129.012640,76.740217,-129.012617,14
22,76.740297,-129.012587,76.740218,-129.012564,14
23,76.740295,-129.012532,76.740217,-129.012512,14
24,76.740295,-129.012475,76.740217,-129.012455,14
25,76.740296,-129.012421,76.740217,-129.012399,13
26,76.740295,-129.012363,76.740217,-129.012342,13
27,76.740295,-129.012308,76.740217,-129.012286,13
28,76.740295,-129.012253,76.740217,-129.012231,13
29,76.740296,-129.012198,76.740217,-129.012179,13
30,76.740296,-129.012146,76.740217,-129.012123,13
31,76.740205,-129.012035,76.740126,-129.012007,12
32,76.740206,-129.011981,76.740127,-129.011952,12
33,76.740205,-129.011922,76.740127,-129.011896,12
34,76.740205,-129.011864,76.740139,-129.011840,12
35,76.740205,-129.011798,76.740139,-129.011776,12
36,76.740205,-129.011746,76.740139,-129.011722,12
37,76.740205,-129.011691,76.740148,-129.011666,12
38,76.740205,-129.011614,76.740158,-129.011592,12
39,76.740205,-129.011560,76.740186,-129.011535,12
40,76.740205,-129.011503,76.740168,-129.011481,12
41,76.740205,-129.011451,76.740177,-129.011428,12
42,76.740205,-129.011390,76.740185,-129.011365,12
43,76.740206,-129.011338,76.740186,-129.011318,12
44,76.740205,-129.011283,76.740186,-129.011262,12
45,76.740206,-129.011231,76.740186,-129.011207,12
46,76.740295,-129.012030,76.740217,-129.012006,12
47,76.740294,-129.011976,76.740217,-129.011955,12
48,76.740295,-129.011919,76.740217,-129.011899,12
49,76.740295,-129.011867,76.740217,-129.011845,12
50,76.740295,-129.011800,76.740217,-129.011776,12
51,76.740295,-129.011744,76.740216,-129.011722,12
52,76.740295,-129.011687,76.740217,-129.011669,12
53,76.740295,-129.011614,76.740217,-129.011591,12
54,76.740295,-129.011562,76.740217,-129.011541,12
55,76.740295,-129.011504,76.740217,-129.011484,12
56,76.740295,-129.011451,76.740217,-129.011430,12
57,76.740295,-129.011399,76.740217,-129.011377,12
58,76.740295,-129.011346,76.740216,-129.011320,12
59,76.740294,-129.011289,76.740216,-129.011267,12
60,76.740294,-129.011230,76.740216,-129.011211,12
61,76.740356,-129.011796,76.740310,-129.011771,10
62,76.740356,-129.011740,76.740310,-129.011718,10
63,76.740356,-129.011686,76.740310,-129.011664,10
64,76.740400,-129.011613,76.740309,-129.011589,10
65,76.740401,-129.011559,76.740310,-129.011534,10
66,76.740401,-129.011503,76.740311,-129.011481,10
67,76.740400,-129.011448,76.740309,-129.011425,10
68,76.740400,-129.011392,76.740309,-129.011369,10
69,76.740400,-129.011340,76.740309,-129.011315,10
70,76.740400,-129.011286,76.740309,-129.011261,10
71,76.740401,-129.011232,76.740310,-129.011209,10
72,76.740294,-129.010776,76.740212,-129.010755,8
73,76.740294,-129.010724,76.740212,-129.010696,8
74,76.740294,-129.010671,76.740212,-129.010644,8
75,76.740294,-129.010615,76.740212,-129.010591,8
76,76.740294,-129.010558,76.740212,-129.010536,8
77,76.740293,-129.010504,76.740212,-129.010483,8
78,76.740293,-129.010449,76.740212,-129.010426,8
79,76.740294,-129.010393,76.740212,-129.010368,8
80,76.740293,-129.010341,76.740212,-129.010315,8
81,76.740293,-129.010283,76.740212,-129.010259,8
82,76.740293,-129.010231,76.740213,-129.010205,8
83,76.740294,-129.010174,76.740212,-129.010153,8
84,76.740293,-129.010119,76.740212,-129.010100,8
85,76.740400,-129.010779,76.740309,-129.010755,8
86,76.740401,-129.010725,76.740309,-129.010700,8
87,76.740400,-129.010668,76.740309,-129.010646,8
88,76.740400,-129.010613,76.740309,-129.010588,8
89,76.740400,-129.010558,76.740309,-129.010534,8
90,76.740400,-129.010505,76.740308,-129.010481,8
91,76.740401,-129.010452,76.740309,-129.010429,8
92,76.740400,-129.010394,76.740309,-129.010372,8
93,76.740401,-129.010336,76.740309,-129.010312,8
94,76.740400,-129.010279,76.740309,-129.010258,8
95,76.740400,-129.010227,76.740309,-129.010205,8
96,76.740400,-129.010172,76.740309,-129.010150,8
97,76.740400,-129.010121,76.740309,-129.010095,8
